OrderID,CustomerID,ItemName,Quantity,Price,Date,Status
153,1172,Mouse,4,697.05,2024-04-17,Shipped
154,1978,Laptop,3,891.53,2024-04-08,Completed
155,1623,Monitor,3,900.84,2024-09-17,Completed
156,1592,Keyboard,4,1414.68,2024-08-02,Pending
157,1414,Monitor,1,708.27,2024-09-08,Cancelled
158,1274,Headphones,3,1014.79,2024-09-17,Cancelled
159,1426,Tablet,4,1066.69,2024-08-22,Completed
160,1071,Keyboard,2,1645.66,2024-01-06,Shipped
161,1221,Headphones,3,349.73,2024-06-27,Cancelled
162,1651,Laptop,1,236.55,2024-04-04,Completed
163,1167,Mouse,4,1992.94,2024-10-20,Shipped
164,1305,Monitor,3,168.99,2024-01-16,Shipped
165,1126,Mouse,4,1289.88,2024-03-21,Shipped
166,1271,Phone,1,993.49,2024-09-08,Completed
167,1309,Keyboard,4,1267.25,2024-08-24,Cancelled
168,1092,Monitor,1,1159.37,2024-05-09,Cancelled
169,1768,Monitor,2,929.15,2024-04-30,Completed
170,1472,Monitor,1,1148.46,2024-08-29,Cancelled
171,1362,Headphones,4,1307.8,2024-07-22,Completed
172,1826,Laptop,3,807.77,2024-02-13,Completed
173,1383,Laptop,3,1024.84,2024-05-07,Shipped
174,1077,Headphones,4,813.86,2024-07-24,Shipped
175,1300,Monitor,4,1559.71,2024-05-10,Cancelled
176,1946,Tablet,1,1834.67,2024-08-15,Pending
177,1978,Monitor,3,1621.94,2024-02-24,Shipped
178,1903,Keyboard,2,1171.18,2024-09-30,Pending
179,1257,Laptop,2,1330.67,2024-08-16,Completed
180,1779,Keyboard,1,965.77,2024-11-17,Shipped
181,1573,Mouse,4,94.32,2024-04-19,Shipped
182,1560,Monitor,1,135.85,2024-09-05,Cancelled
183,1269,Tablet,2,345.46,2024-12-03,Shipped
184,1764,Keyboard,2,1414.98,2024-02-04,Completed
185,1510,Headphones,4,506.94,2024-09-21,Cancelled
186,1809,Tablet,2,688.45,2024-01-08,Shipped
187,1574,Mouse,1,547.44,2024-05-20,Cancelled
188,1683,Monitor,2,1864.92,2024-03-10,Pending
189,1607,Laptop,2,1173.39,2024-10-23,Shipped
190,1845,Laptop,1,1435.06,2024-10-05,Completed
191,1060,Tablet,3,1946.6,2024-12-20,Shipped
192,1189,Keyboard,2,854.77,2024-06-09,Shipped
193,1224,Monitor,4,1100.65,2024-06-02,Cancelled
194,1101,Keyboard,2,502.79,2024-11-30,Pending
195,1121,Monitor,2,1487.25,2024-11-07,Shipped
196,1406,Phone,4,1599.01,2024-10-05,Shipped
197,1741,Tablet,3,865.36,2024-10-30,Shipped
198,1077,Tablet,2,1641.52,2024-01-19,Shipped
199,1975,Monitor,4,1317.15,2024-04-29,Completed
200,1450,Monitor,4,717.6,2024-07-15,Cancelled
201,1906,Monitor,3,820.05,2024-01-13,Cancelled
202,1978,Keyboard,2,1716.76,2024-11-02,Shipped
203,1455,Phone,4,935.95,2024-10-07,Cancelled
204,1784,Monitor,4,1683.14,2024-12-21,Cancelled
205,1294,Tablet,1,1010.91,2024-11-18,Shipped
206,1295,Laptop,4,1341.9,2024-03-12,Cancelled
207,1840,Mouse,2,713.65,2024-01-10,Shipped
208,1388,Tablet,4,1973.5,2024-07-12,Cancelled
209,1865,Mouse,3,1577.83,2024-01-13,Completed
210,1564,Headphones,1,1759.42,2024-10-20,Completed
211,1098,Mouse,4,865.19,2024-05-09,Shipped
212,1604,Monitor,4,1118.38,2024-02-07,Cancelled
213,1996,Phone,2,1148.04,2024-12-19,Pending
214,1724,Tablet,2,1227.98,2024-03-04,Pending
215,1944,Laptop,3,1261.97,2024-02-09,Completed
216,1752,Laptop,2,1144.64,2024-07-03,Cancelled
217,1855,Laptop,4,709.02,2024-02-09,Completed
218,1364,Phone,2,53.89,2024-08-22,Completed
219,1263,Mouse,1,1859.29,2024-01-03,Pending
220,1812,Monitor,3,385.98,2024-07-25,Cancelled
221,1413,Headphones,4,320.62,2024-05-22,Completed
222,1209,Mouse,2,992.36,2024-11-11,Completed
223,1851,Phone,2,928.5,2024-10-20,Completed
224,1342,Keyboard,3,584.93,2024-09-25,Completed
225,1917,Headphones,2,1313.87,2024-02-09,Shipped
226,1337,Phone,3,511.88,2024-09-14,Pending
227,1836,Laptop,4,1092.97,2024-03-29,Cancelled
228,1595,Laptop,3,1472.19,2024-03-02,Shipped
229,1424,Tablet,4,1820.39,2024-03-29,Cancelled
230,1295,Laptop,4,313.52,2024-07-12,Completed
231,1499,Tablet,4,715.15,2024-05-10,Shipped
232,1745,Laptop,1,1112.77,2024-11-02,Completed
233,1909,Tablet,1,1831.3,2024-12-13,Completed
234,1340,Tablet,3,1587.36,2024-11-30,Pending
235,1395,Tablet,2,464.28,2024-03-22,Shipped
236,1810,Headphones,3,1233.8,2024-03-15,Completed
237,1263,Laptop,1,1144.2,2024-01-15,Shipped
238,1689,Mouse,2,250.0,2024-10-14,Completed
239,1658,Tablet,2,1348.48,2024-06-30,Pending
240,1271,Keyboard,3,1821.13,2024-04-21,Completed
241,1784,Phone,3,70.87,2024-06-13,Shipped
242,1872,Keyboard,3,1084.69,2024-06-18,Cancelled
243,1878,Mouse,1,1114.46,2024-08-11,Shipped
244,1653,Monitor,1,287.47,2024-07-18,Shipped
245,1243,Monitor,3,1367.64,2024-06-19,Shipped
246,1161,Laptop,1,53.08,2024-02-10,Cancelled
247,1219,Tablet,1,630.39,2024-11-03,Shipped
248,1864,Headphones,2,745.66,2024-01-05,Shipped
249,1900,Headphones,4,1938.27,2024-02-19,Pending
250,1194,Headphones,1,895.1,2024-05-07,Pending
251,1339,Mouse,2,507.74,2024-06-10,Completed
252,1816,Phone,2,366.16,2024-01-30,Pending
253,1699,Mouse,2,453.67,2024-06-28,Cancelled
254,1897,Headphones,3,1078.59,2024-11-19,Shipped
255,1790,Tablet,3,637.13,2024-03-02,Shipped
256,1139,Phone,2,1641.34,2024-07-30,Cancelled
257,1947,Keyboard,4,809.56,2024-11-21,Shipped
258,1197,Tablet,3,1169.73,2024-02-12,Completed
259,1570,Tablet,3,828.12,2024-11-29,Cancelled
260,1295,Keyboard,2,1849.64,2024-08-15,Pending
261,1097,Headphones,3,1484.4,2024-08-27,Shipped
262,1476,Monitor,3,865.36,2024-10-25,Completed
263,1526,Headphones,2,1548.41,2024-04-30,Cancelled
264,1677,Keyboard,1,376.0,2024-10-14,Completed
265,1243,Phone,2,437.98,2024-10-30,Shipped
266,1498,Tablet,1,1505.08,2024-05-14,Completed
267,1790,Mouse,3,828.27,2024-08-07,Pending
268,1943,Laptop,1,408.14,2024-04-12,Completed
269,1627,Laptop,1,1661.6,2024-09-10,Completed
270,1177,Laptop,1,466.07,2024-09-09,Pending
271,1398,Monitor,3,711.4,2024-08-18,Completed
272,1964,Tablet,1,441.82,2024-09-27,Completed
273,1816,Phone,3,682.49,2024-09-30,Shipped
274,1609,Phone,3,941.0,2024-08-27,Completed
275,1252,Mouse,3,1428.58,2024-02-25,Completed
276,1613,Monitor,1,425.36,2024-04-12,Pending
277,1046,Laptop,4,1030.52,2024-11-27,Cancelled
278,1139,Laptop,4,1138.33,2024-01-27,Completed
279,1743,Headphones,3,527.82,2024-02-05,Shipped
280,1071,Tablet,4,1738.79,2024-02-11,Shipped
281,1585,Mouse,3,1803.81,2024-11-17,Shipped
282,1230,Tablet,3,332.22,2024-01-25,Cancelled
283,1597,Laptop,2,165.69,2024-09-20,Cancelled
284,1991,Phone,2,1760.39,2024-01-14,Cancelled
285,1663,Phone,2,457.97,2024-10-29,Pending
286,1852,Headphones,4,1513.8,2024-01-15,Shipped
287,1593,Headphones,3,835.57,2024-10-19,Shipped
288,1178,Monitor,2,1637.98,2024-11-17,Pending
289,1978,Headphones,3,871.8,2024-12-14,Shipped
290,1732,Monitor,2,1310.04,2024-01-02,Shipped
291,1552,Tablet,1,1231.04,2024-03-14,Cancelled
292,1375,Headphones,3,1660.8,2024-03-12,Completed
293,1709,Mouse,2,1278.68,2024-04-06,Shipped
294,1841,Mouse,3,1413.74,2024-10-02,Shipped
295,1787,Monitor,4,195.42,2024-04-30,Shipped
296,1086,Phone,4,1728.93,2024-01-23,Pending
297,1016,Tablet,1,1504.47,2024-09-07,Cancelled
298,1219,Mouse,3,1808.77,2024-12-27,Pending
299,1762,Monitor,4,264.09,2024-11-26,Cancelled
300,1414,Mouse,2,905.72,2024-12-30,Cancelled
301,1303,Mouse,1,1490.21,2024-07-14,Completed
302,1220,Laptop,2,476.67,2024-08-05,Completed
303,1056,Monitor,3,1070.47,2024-02-29,Pending
304,1243,Phone,3,1935.17,2024-11-30,Pending
305,1607,Phone,3,431.09,2024-01-16,Pending
306,1139,Laptop,4,1603.79,2024-05-03,Cancelled
307,1720,Mouse,2,1198.97,2024-05-23,Completed
308,1310,Mouse,2,654.16,2024-11-22,Pending
309,1570,Monitor,3,862.31,2024-07-04,Cancelled
310,1012,Monitor,2,1059.2,2024-04-06,Pending
311,1058,Monitor,2,1231.59,2024-12-29,Pending
312,1578,Mouse,2,391.6,2024-07-18,Shipped
313,1625,Keyboard,3,1898.78,2024-10-04,Cancelled
314,1186,Headphones,4,347.58,2024-06-03,Shipped
315,1334,Laptop,3,574.19,2024-08-27,Pending
316,1422,Phone,1,654.6,2024-11-17,Shipped
317,1494,Mouse,2,925.81,2024-05-06,Shipped
318,1243,Keyboard,3,1025.02,2024-03-17,Cancelled
319,1091,Tablet,1,1043.56,2024-07-23,Shipped
320,1714,Phone,3,1253.95,2024-04-10,Shipped
321,1353,Headphones,2,724.86,2024-03-03,Shipped
322,1397,Laptop,4,1941.1,2024-08-24,Pending
323,1010,Phone,2,1020.25,2024-11-13,Cancelled
324,1123,Monitor,2,207.4,2024-08-17,Shipped
325,1217,Mouse,3,426.35,2024-02-23,Shipped
326,1921,Phone,3,52.74,2024-07-11,Completed
327,1678,Monitor,3,1391.24,2024-04-08,Shipped
328,1129,Mouse,3,1110.85,2024-11-23,Completed
329,1196,Tablet,2,1551.55,2024-09-08,Completed
330,1023,Tablet,3,1478.4,2024-06-07,Pending
331,1191,Headphones,3,1961.26,2024-09-11,Cancelled
332,1920,Phone,2,1242.33,2024-12-22,Shipped
333,1962,Headphones,4,1047.22,2024-01-03,Pending
334,1085,Monitor,3,1941.4,2024-05-22,Pending
335,1638,Phone,4,401.95,2024-01-19,Completed
336,1634,Phone,4,802.95,2024-12-03,Pending
337,1882,Keyboard,1,88.71,2024-02-06,Pending
338,1034,Headphones,4,1276.19,2024-05-30,Cancelled
339,1404,Phone,4,739.31,2024-06-14,Completed
340,1482,Phone,1,607.51,2024-11-16,Shipped
341,1766,Tablet,2,1207.63,2024-06-14,Pending
342,1029,Tablet,3,709.7,2024-04-06,Pending
343,1916,Monitor,3,203.4,2024-07-11,Cancelled
344,1054,Tablet,1,1611.71,2024-06-11,Completed
345,1810,Phone,4,1339.07,2024-07-19,Cancelled
346,1912,Monitor,3,1986.75,2024-12-29,Pending
347,1665,Tablet,3,1391.9,2024-05-11,Shipped
348,1382,Monitor,1,613.76,2024-01-14,Pending
349,1586,Monitor,3,1347.32,2024-04-27,Shipped
350,1868,Headphones,2,1007.8,2024-02-05,Cancelled
351,1716,Headphones,4,1728.51,2024-08-28,Completed
352,1640,Phone,3,1257.2,2024-07-29,Pending
353,1833,Laptop,2,709.74,2024-11-06,Shipped
354,1012,Phone,2,851.83,2024-08-11,Pending
355,1336,Phone,1,916.2,2024-09-24,Shipped
356,1860,Monitor,4,1985.54,2024-08-13,Cancelled
357,1417,Phone,3,1877.87,2024-06-17,Shipped
358,1583,Keyboard,2,1669.55,2024-06-25,Pending
359,1937,Monitor,4,1897.26,2024-03-07,Completed
360,1394,Phone,1,255.89,2024-12-28,Shipped
361,1000,Mouse,4,882.7,2024-12-25,Completed
362,1795,Headphones,4,443.53,2024-06-09,Cancelled
363,1616,Tablet,2,462.86,2024-10-07,Completed
364,1971,Mouse,4,1681.84,2024-09-26,Completed
365,1480,Monitor,1,1572.21,2024-11-28,Pending
366,1387,Laptop,3,1546.41,2024-12-03,Completed
367,1517,Phone,4,131.37,2024-02-04,Completed
368,1462,Keyboard,3,1158.09,2024-11-12,Completed
369,1617,Monitor,1,488.64,2024-07-10,Pending
370,1084,Tablet,2,335.84,2024-10-13,Shipped
371,1704,Keyboard,1,1362.54,2024-01-07,Cancelled
372,1862,Tablet,2,1538.78,2024-10-10,Pending
373,1353,Headphones,3,1110.67,2024-08-16,Pending
374,1183,Tablet,4,412.44,2024-10-19,Pending
375,1752,Keyboard,2,1914.01,2024-10-04,Cancelled
376,1547,Monitor,2,1093.13,2024-04-20,Shipped
377,1281,Laptop,3,1355.97,2024-06-12,Cancelled
378,1613,Mouse,2,416.32,2024-03-08,Pending
379,1515,Keyboard,3,1648.96,2024-08-30,Pending
380,1123,Keyboard,2,1717.4,2024-12-13,Shipped
381,1227,Laptop,3,1354.7,2024-12-01,Completed
382,1732,Keyboard,2,1868.42,2024-12-12,Pending
383,1272,Mouse,2,1355.67,2024-12-29,Completed
384,1296,Tablet,2,330.04,2024-01-24,Completed
385,1116,Headphones,1,203.19,2024-08-10,Cancelled
386,1073,Laptop,1,1135.08,2024-11-27,Completed
387,1883,Phone,2,1346.22,2024-09-16,Shipped
388,1688,Headphones,2,1009.5,2024-05-22,Shipped
389,1807,Monitor,4,559.05,2024-07-01,Cancelled
390,1871,Laptop,2,312.54,2024-10-22,Completed
391,1608,Monitor,3,87.97,2024-01-17,Pending
392,1730,Tablet,1,727.88,2024-01-18,Shipped
393,1987,Laptop,4,1211.57,2024-08-26,Pending
394,1787,Phone,1,1319.35,2024-11-06,Shipped
395,1588,Monitor,4,733.23,2024-11-10,Shipped
396,1215,Mouse,2,1821.17,2024-12-06,Shipped
397,1334,Mouse,2,915.2,2024-11-18,Cancelled
398,1707,Headphones,1,856.48,2024-11-11,Cancelled
399,1032,Laptop,3,302.46,2024-02-21,Cancelled
400,1800,Tablet,4,223.26,2024-12-25,Pending
401,1990,Mouse,4,176.87,2024-11-06,Completed
402,1395,Mouse,3,525.21,2024-01-21,Shipped
403,1445,Tablet,4,1337.74,2024-11-17,Completed
404,1145,Keyboard,2,1853.26,2024-11-12,Pending
405,1148,Tablet,1,1195.67,2024-05-10,Cancelled
406,1586,Tablet,4,1332.92,2024-07-18,Cancelled
407,1402,Monitor,1,1462.64,2024-09-25,Cancelled
408,1834,Mouse,2,818.85,2024-12-29,Completed
409,1516,Headphones,2,1136.17,2024-08-13,Pending
410,1392,Tablet,2,1505.49,2024-10-30,Completed
411,1303,Phone,4,1844.67,2024-12-06,Shipped
412,1624,Headphones,4,554.67,2024-05-13,Shipped
413,1231,Keyboard,4,387.53,2024-04-08,Pending
414,1918,Mouse,3,1529.2,2024-09-26,Pending
415,1571,Tablet,4,1956.01,2024-10-16,Shipped
416,1049,Phone,2,1842.96,2024-07-09,Cancelled
417,1011,Mouse,2,390.69,2024-09-21,Pending
418,1524,Mouse,1,986.12,2024-12-06,Cancelled
419,1671,Headphones,2,743.02,2024-09-02,Pending
420,1440,Tablet,1,1004.8,2024-01-27,Cancelled
421,1776,Headphones,4,1711.03,2024-01-22,Completed
422,1238,Monitor,4,1207.72,2024-03-01,Shipped
423,1287,Headphones,1,1893.77,2024-07-11,Pending
424,1762,Keyboard,4,976.25,2024-08-16,Completed
425,1300,Keyboard,4,717.12,2024-07-04,Cancelled
426,1767,Phone,2,742.84,2024-04-25,Cancelled
427,1609,Laptop,3,800.34,2024-07-09,Cancelled
428,1349,Tablet,2,1770.65,2024-10-10,Completed
429,1951,Monitor,3,1713.93,2024-07-25,Pending
430,1930,Laptop,4,671.85,2024-11-21,Completed
431,1858,Tablet,1,162.1,2024-11-22,Pending
432,1365,Keyboard,4,244.19,2024-12-12,Cancelled
433,1864,Monitor,3,365.39,2024-12-14,Shipped
434,1840,Headphones,4,1811.74,2024-09-05,Completed
435,1337,Laptop,1,58.34,2024-03-01,Pending
436,1304,Headphones,3,238.35,2024-04-11,Cancelled
437,1648,Mouse,1,1860.08,2024-07-16,Cancelled
438,1930,Monitor,1,1035.4,2024-05-05,Cancelled
439,1401,Phone,4,1313.46,2024-04-12,Completed
440,1595,Mouse,1,383.11,2024-09-06,Completed
441,1883,Tablet,2,243.01,2024-04-02,Completed
442,1242,Headphones,2,529.7,2024-08-05,Completed
443,1783,Headphones,1,818.15,2024-03-03,Shipped
444,1899,Phone,2,1660.49,2024-07-29,Cancelled
445,1491,Tablet,3,750.57,2024-01-30,Shipped
446,1005,Tablet,2,1281.32,2024-01-30,Shipped
447,1079,Tablet,2,1949.35,2024-05-08,Completed
448,1329,Laptop,1,1148.46,2024-04-10,Completed
449,1099,Mouse,3,455.86,2024-12-04,Completed
450,1306,Keyboard,4,711.61,2024-07-17,Cancelled
451,1830,Headphones,1,1990.92,2024-04-17,Cancelled
452,1434,Tablet,2,1506.21,2024-10-08,Cancelled
453,1766,Keyboard,4,462.08,2024-09-20,Cancelled
454,1538,Monitor,3,89.29,2024-12-24,Shipped
455,1702,Laptop,2,207.32,2024-05-12,Cancelled
456,1337,Tablet,2,1549.37,2024-11-29,Cancelled
457,1334,Mouse,4,1836.14,2024-12-19,Cancelled
458,1204,Headphones,2,1073.7,2024-03-04,Shipped
459,1204,Tablet,2,1072.37,2024-02-27,Completed
460,1702,Phone,4,889.84,2024-04-25,Cancelled
461,1744,Keyboard,1,645.43,2024-02-11,Pending
462,1296,Headphones,2,976.19,2024-07-27,Completed
463,1193,Monitor,2,1052.9,2024-06-22,Completed
464,1254,Laptop,2,1815.31,2024-09-03,Completed
465,1435,Tablet,4,1044.82,2024-06-30,Cancelled
466,1330,Headphones,1,1381.74,2024-12-27,Cancelled
467,1910,Mouse,3,1993.53,2024-02-17,Completed
468,1987,Monitor,1,1725.02,2024-03-31,Completed
469,1144,Phone,1,950.67,2024-11-03,Shipped
470,1452,Mouse,2,272.58,2024-02-05,Pending
471,1066,Laptop,2,242.18,2024-04-03,Completed
472,1219,Laptop,2,1251.23,2024-04-01,Shipped
473,1193,Mouse,3,609.24,2024-11-29,Shipped
474,1557,Laptop,3,470.45,2024-02-17,Cancelled
475,1652,Phone,1,1276.82,2024-06-27,Pending
476,1409,Monitor,3,1888.23,2024-09-25,Cancelled
477,1167,Monitor,3,90.92,2024-02-21,Completed
478,1052,Monitor,3,1015.78,2024-11-10,Shipped
479,1923,Monitor,3,956.07,2024-03-26,Completed
480,1637,Mouse,3,1704.4,2024-02-02,Shipped
481,1116,Phone,3,723.97,2024-01-26,Shipped
482,1953,Mouse,2,75.02,2024-06-23,Shipped
483,1878,Mouse,3,804.72,2024-11-08,Completed
484,1127,Monitor,4,310.85,2024-12-06,Pending
485,1280,Laptop,1,369.57,2024-02-05,Completed
486,1648,Tablet,3,527.57,2024-07-10,Cancelled
487,1944,Tablet,1,970.42,2024-06-22,Cancelled
488,1364,Monitor,1,1169.83,2024-02-18,Cancelled
489,1823,Phone,2,155.74,2024-12-25,Completed
490,1895,Monitor,3,1448.82,2024-08-09,Cancelled
491,1740,Tablet,4,189.36,2024-09-14,Completed
492,1919,Headphones,2,873.89,2024-10-02,Completed
493,1505,Keyboard,4,1160.55,2024-03-01,Shipped
